food_id,food_name,arabic_name,category,cuisine,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,cholesterol_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,zinc_mg,phosphorus_mg,water_g,is_vegan,is_vegetarian,is_halal,glycemic_index,meal_type,country
132,Lime (With Rice),,Fruit,International,120,67.8,1.3,19.6,0.5,11.7,2.9,205,1122,280,3.0,95,0,1247,135.4,11.5,3.26,0.71,506,61.1,true,true,true,42,Dinner,USA
133,Mozzarella (With Vegetables),,Dairy,International,75,92.8,6.9,3.9,4.7,2.3,17.1,1133,960,210,4.3,102,12,1110,123.0,11.2,1.01,6.16,180,89.8,false,true,true,81,Snack,Turkey
134,Cashews (Grilled),,Nuts,International,150,891.7,33.8,23.7,70.4,6.7,18.4,489,536,480,2.3,117,324,785,38.2,3.4,3.68,0.2,403,71.5,true,true,true,24,Dinner,Turkey
135,Feta (Grilled),,Dairy,International,300,346.9,20.7,18.4,17.1,0.7,18.3,1165,728,283,4.2,164,132,449,112.7,7.8,2.26,1.38,42,29.7,false,true,true,45,Lunch,France
136,Pomegranate (Grilled),,Fruit,International,100,62.1,0.9,13.8,0.4,4.6,14.3,167,361,137,5.2,70,0,1198,96.3,1.0,0.07,7.05,622,40.1,true,true,true,27,Lunch,Turkey
137,Pear (With Sauce),,Fruit,International,300,166.0,3.2,46.4,1.2,11.0,14.4,587,555,75,7.7,27,0,313,131.2,8.5,1.46,7.39,114,28.4,true,true,true,37,Dinner,USA
138,Radish (Steamed),,Vegetable,International,300,114.8,5.7,21.8,0.9,4.0,11.9,847,335,114,1.2,61,0,920,139.5,1.7,6.51,4.92,475,55.0,true,true,true,44,Lunch,Japan
139,Pomegranate (Raw),,Fruit,International,200,126.1,2.2,27.6,0.8,10.2,14.3,788,985,210,8.0,113,0,1426,37.2,2.4,2.89,0.18,681,46.5,true,true,true,75,Dinner,Mexico
140,Zucchini (Homemade),,Vegetable,International,180,66.7,3.9,11.5,0.6,6.1,10.2,200,1000,248,2.8,29,0,16,52.4,3.2,6.27,4.66,250,31.0,true,true,true,67,Dinner,USA
141,Lemon (Fried),,Fruit,International,50,27.5,0.5,8.5,0.2,9.4,6.6,163,1135,423,5.7,117,0,836,112.0,4.1,5.36,0.36,238,27.7,true,true,true,38,Breakfast,India
142,Orange (Low Fat),,Fruit,International,100,57.8,1.1,14.7,0.4,9.5,7.4,1191,273,104,4.0,56,0,379,56.2,6.7,3.57,2.8,502,49.3,true,true,true,71,Snack,Mexico
143,Egg (Premium),,Protein,International,120,284.4,27.0,1.1,10.7,0.2,4.4,471,1160,350,3.8,168,130,264,128.1,10.8,7.13,0.88,351,27.1,false,true,true,56,Snack,Japan
144,Tuna (Organic),,Protein,International,50,113.8,12.4,0.5,5.7,9.2,14.8,1196,744,165,4.8,206,177,691,127.2,6.9,0.98,5.85,59,90.1,false,false,true,33,Lunch,Japan
145,Pear (Restaurant Style),,Fruit,International,100,59.5,0.9,16.3,0.4,4.4,8.8,256,863,363,8.0,21,0,94,111.8,0.0,3.57,6.25,603,27.6,true,true,true,62,Snack,France
146,Hazelnuts (Boiled),,Nuts,International,80,522.9,18.2,15.1,39.7,8.7,18.2,185,105,354,5.4,69,286,635,143.5,0.7,5.79,6.45,277,27.4,true,true,true,90,Snack,Turkey
147,Radish (Organic),,Vegetable,International,90,35.4,1.6,7.1,0.3,3.5,2.0,1156,939,22,8.6,144,0,971,128.5,8.7,4.66,4.77,478,65.6,true,true,true,56,Lunch,India
148,Orange (Organic),,Fruit,International,90,54.1,0.9,12.5,0.3,9.8,1.2,492,1006,413,6.0,106,0,957,42.2,5.6,0.33,4.2,293,81.5,true,true,true,71,Lunch,India
149,Garlic (Restaurant Style),,Vegetable,International,90,27.4,1.9,6.2,0.3,2.1,17.8,104,76,387,1.3,66,0,1088,68.7,3.2,6.39,7.33,424,73.8,true,true,true,26,Lunch,Japan
150,Molokhia (With Sauce),,Egyptian,Egyptian,80,173.4,8.1,17.2,7.0,4.1,16.3,298,1181,9,0.2,99,92,680,62.8,6.1,0.62,2.56,459,72.3,false,false,true,66,Lunch,Egypt
151,Pomegranate (Organic),,Fruit,International,200,126.7,2.2,26.1,0.8,9.0,0.0,422,701,190,9.9,206,0,1126,66.2,2.2,3.12,6.65,486,29.8,true,true,true,58,Lunch,USA
152,Pistachios (High Protein),,Nuts,International,200,1083.6,45.3,36.3,94.1,1.3,17.4,698,404,206,7.3,202,81,481,53.7,9.0,4.28,7.66,320,28.3,true,true,true,60,Lunch,USA
153,Almonds (With Rice),,Nuts,International,50,282.7,11.2,9.8,27.5,2.7,17.2,962,467,260,2.8,177,380,518,0.5,10.5,7.5,0.77,195,87.4,true,true,true,62,Dinner,France
154,White Rice (Restaurant Style),,Grains,International,50,87.8,2.8,19.5,0.9,7.1,18.6,445,314,350,9.9,36,0,334,3.4,3.1,1.89,7.73,608,80.4,true,true,true,83,Breakfast,Italy
155,Pomegranate (Organic),,Fruit,International,50,28.6,0.5,6.7,0.2,9.2,6.0,390,770,284,1.9,65,0,102,59.1,11.6,5.38,4.49,521,29.0,true,true,true,48,Lunch,Turkey
156,Papaya (Low Fat),,Fruit,International,180,117.9,1.6,23.7,0.7,3.1,12.3,77,1054,52,1.7,25,0,118,93.2,10.7,6.13,5.94,103,69.4,true,true,true,64,Dinner,Turkey
157,Mahshi (Restaurant Style),,Egyptian,Egyptian,50,115.7,5.4,11.1,4.9,3.1,7.9,847,205,27,8.3,239,360,1303,3.6,3.7,6.98,5.03,637,30.1,false,false,true,40,Breakfast,Egypt
158,Mango (Baked),,Fruit,International,200,128.2,1.7,31.9,0.7,2.6,4.6,253,619,434,8.7,231,0,1024,139.1,1.9,0.93,4.04,41,38.7,true,true,true,24,Breakfast,India
159,Brown Rice (Low Fat),,Grains,International,300,596.2,16.9,109.8,5.4,6.9,6.8,295,810,167,6.8,187,0,1383,27.8,2.9,6.1,5.19,149,54.7,true,true,true,28,Dinner,Italy
160,Kiwi (Homemade),,Fruit,International,300,179.6,2.9,49.8,1.1,4.8,15.8,752,315,295,3.8,237,0,317,47.1,11.2,6.07,1.47,590,66.8,true,true,true,71,Dinner,Italy
161,Cheddar Cheese (With Rice),,Dairy,International,80,106.4,6.1,5.4,5.5,0.8,5.7,563,1193,424,9.8,50,275,557,94.5,6.5,3.72,6.23,27,36.2,false,true,true,37,Breakfast,Japan
162,Feteer Meshaltet (Homemade),,Egyptian,Egyptian,120,277.2,13.5,25.4,11.1,8.7,8.3,735,197,341,6.5,44,257,496,93.8,6.2,7.72,6.16,238,73.2,false,false,true,65,Dinner,Egypt
163,Tilapia (With Vegetables),,Protein,International,120,248.9,27.7,1.1,13.7,7.9,4.6,987,292,197,8.3,35,303,91,5.4,0.7,2.4,4.83,508,82.7,false,false,true,88,Lunch,Italy
164,Stuffed Pigeon (Low Fat),,Egyptian,Egyptian,180,436.9,19.1,36.1,15.5,8.8,3.4,931,567,103,7.3,121,197,903,64.9,1.8,1.73,2.08,252,78.3,false,false,true,82,Lunch,Egypt
165,Celery (Premium),,Vegetable,International,250,98.9,4.8,17.2,0.8,4.6,17.0,1143,583,433,6.2,75,0,1302,103.6,2.5,4.54,1.91,548,20.2,true,true,true,24,Dinner,France
166,Taameya (With Vegetables),,Egyptian,Egyptian,200,495.5,18.0,45.4,16.4,1.1,16.1,358,673,199,0.4,150,242,1386,109.1,1.0,5.99,4.65,463,34.5,false,false,true,78,Snack,Egypt
167,Mahshi Warak Enab (Cooked),,Egyptian,Egyptian,180,454.0,18.1,38.1,15.8,3.2,13.8,178,691,332,9.5,124,280,388,110.5,4.0,0.75,0.57,121,62.4,false,false,true,30,Breakfast,Egypt
168,Cheddar Cheese (Boiled),,Dairy,International,150,197.7,10.6,7.7,8.0,4.0,11.6,135,678,457,7.6,53,276,1252,40.9,5.8,2.96,0.87,395,76.1,false,true,true,39,Lunch,Turkey
169,Dates (Traditional),,Fruit,International,180,113.7,1.7,28.7,0.7,6.4,7.2,574,579,270,4.0,187,0,452,77.3,3.0,1.37,3.7,688,82.3,true,true,true,79,Dinner,India
170,Konafa (Cooked),,Egyptian,Egyptian,200,402.1,17.8,49.8,19.3,7.1,1.9,406,793,483,9.9,143,0,557,100.1,1.7,4.63,7.41,154,22.8,false,false,true,91,Breakfast,Egypt
171,Mozzarella (Baked),,Dairy,International,150,195.0,13.6,9.2,9.3,3.7,14.0,912,809,103,6.4,250,285,1158,3.6,3.4,5.8,3.63,666,40.4,false,true,true,85,Breakfast,Japan
172,Cabbage (Spicy),,Vegetable,International,200,60.9,3.9,11.9,0.7,10.4,0.2,347,873,53,7.8,46,0,1447,105.0,5.4,5.42,4.53,371,49.3,true,true,true,80,Snack,USA
173,Kebab (Grilled),,Egyptian,Egyptian,80,186.8,8.6,19.3,7.7,10.0,11.3,165,1005,115,7.0,80,314,438,20.0,3.3,0.02,4.12,360,76.0,false,false,true,27,Lunch,Egypt
174,Barley (Baked),,Grains,International,90,180.5,5.3,32.2,1.6,5.7,8.0,771,439,435,9.6,168,0,1018,42.4,7.1,6.57,6.62,164,29.3,true,true,true,31,Breakfast,Mexico
175,Walnuts (Raw),,Nuts,International,90,462.8,18.6,13.9,41.4,9.4,10.5,221,381,41,7.6,100,261,881,38.3,1.6,2.54,5.46,630,28.5,true,true,true,59,Dinner,France
176,Om Ali (Cooked),,Egyptian,Egyptian,75,148.9,6.8,18.7,6.7,10.5,15.8,1001,914,359,1.2,163,73,368,112.7,4.3,6.12,6.25,162,27.7,false,false,true,39,Lunch,Egypt
177,Chicken Thigh (High Protein),,Protein,International,180,346.4,44.5,1.5,19.0,7.2,5.0,611,992,200,1.1,219,183,1139,71.7,9.4,1.62,1.88,186,85.1,false,false,true,26,Dinner,India
178,Feta (Roasted),,Dairy,International,80,105.0,5.5,5.1,5.2,0.4,9.7,606,1030,179,3.3,198,172,1380,145.7,7.5,4.76,5.92,316,91.7,false,true,true,78,Lunch,India
179,Lamb (High Protein),,Protein,International,75,144.8,16.6,0.8,6.5,5.6,6.0,318,498,400,2.2,88,342,1149,108.3,5.5,1.0,5.41,223,35.9,false,false,true,48,Breakfast,Mexico
180,Chicken Thigh (Spicy),,Protein,International,250,471.0,63.7,2.6,25.7,4.2,3.6,1172,693,188,4.6,47,384,1160,41.9,11.6,2.45,7.81,448,81.3,false,false,true,42,Snack,USA
181,Stuffed Pigeon (Cooked),,Egyptian,Egyptian,300,680.1,27.1,72.3,28.6,4.3,16.9,1137,519,154,7.8,158,22,410,76.2,5.5,1.15,0.63,272,35.4,false,false,true,58,Snack,Egypt
182,Cabbage (Fresh),,Vegetable,International,50,16.9,1.1,3.8,0.2,5.2,3.2,892,1020,66,2.8,181,0,1388,47.4,1.4,7.97,3.96,521,58.7,true,true,true,60,Snack,Mexico
183,Lettuce (With Rice),,Vegetable,International,250,81.6,5.7,18.4,0.7,10.2,2.6,883,295,205,7.6,159,0,1383,110.4,6.5,2.58,7.35,511,75.2,true,true,true,28,Lunch,USA
184,Mahshi Kromb (Premium),,Egyptian,Egyptian,50,125.8,4.9,10.7,4.1,8.1,12.1,404,423,71,1.5,149,35,760,26.2,6.7,5.23,1.23,135,46.8,false,false,true,31,Dinner,Egypt
185,Brown Rice (Raw),,Grains,International,250,433.3,16.6,84.4,5.7,5.0,17.8,163,83,247,8.6,181,0,1442,121.1,5.9,5.97,5.55,30,31.7,true,true,true,20,Dinner,France
186,Pistachios (With Rice),,Nuts,International,300,1650.3,59.9,54.8,154.0,11.2,16.8,542,141,160,3.9,82,260,225,6.1,7.1,3.18,2.49,506,70.6,true,true,true,59,Snack,France
187,Lemon (With Vegetables),,Fruit,International,180,123.8,1.7,30.4,0.6,6.1,9.8,61,496,126,8.6,78,0,341,141.8,2.9,4.92,0.43,687,83.8,true,true,true,73,Dinner,France
188,Pasta (With Sauce),,Grains,International,75,134.3,4.7,23.7,1.5,0.5,7.0,1049,123,273,8.0,150,0,1331,16.4,11.0,4.76,4.12,121,23.9,true,true,true,45,Breakfast,Mexico
189,Lamb (Low Fat),,Protein,International,300,577.2,77.2,2.8,32.7,10.3,6.0,356,315,82,7.0,104,90,738,5.3,10.2,0.31,0.11,606,52.5,false,false,true,26,Dinner,Turkey
190,Greek Yogurt (Organic),,Dairy,International,50,64.6,3.7,3.2,3.1,5.0,9.6,423,753,256,6.9,231,100,1336,88.7,7.5,0.82,1.52,421,80.9,false,true,true,31,Lunch,Japan
191,Banana (Boiled),,Fruit,International,90,56.2,0.8,13.1,0.3,0.6,2.3,550,1194,146,7.8,202,0,1446,146.9,1.6,5.36,0.37,67,79.6,true,true,true,82,Dinner,India
192,Pasta (With Sauce),,Grains,International,50,102.4,2.6,15.6,0.9,5.6,10.6,516,116,276,4.7,135,0,436,118.6,4.5,4.17,5.64,321,63.2,true,true,true,65,Lunch,Italy
193,Onion (Homemade),,Vegetable,International,300,115.8,5.6,20.6,0.9,8.3,19.2,1144,1086,289,5.2,150,0,819,139.1,5.8,5.07,4.73,190,65.9,true,true,true,22,Snack,India
194,Peanuts (Boiled),,Nuts,International,300,1893.3,56.1,53.4,140.7,3.8,16.2,955,67,481,1.2,149,59,1229,30.3,5.8,6.29,7.47,44,82.5,true,true,true,39,Lunch,France
195,Cashews (Raw),,Nuts,International,100,543.4,18.9,15.4,44.4,9.6,7.4,1153,293,444,4.9,203,319,501,74.6,1.1,2.09,7.59,373,75.2,true,true,true,80,Breakfast,Mexico
196,Tilapia (With Rice),,Protein,International,80,142.9,18.4,0.9,8.7,6.5,14.8,1048,1021,293,6.3,64,364,1295,94.8,2.5,1.9,0.96,547,39.8,false,false,true,32,Dinner,Mexico
197,Peach (With Sauce),,Fruit,International,75,44.2,0.7,10.3,0.3,1.3,15.3,875,1176,189,6.1,236,0,350,69.6,3.9,7.28,7.69,122,92.7,true,true,true,34,Dinner,Japan
198,Strawberry (Restaurant Style),,Fruit,International,180,123.2,1.9,28.0,0.6,0.3,16.7,183,1035,412,2.2,211,0,507,130.8,3.1,6.6,2.24,455,21.5,true,true,true,28,Breakfast,USA
199,Mozzarella (Low Fat),,Dairy,International,80,86.7,7.0,4.3,4.5,7.1,1.8,754,271,90,1.9,230,377,366,54.6,9.7,5.19,6.32,690,57.9,false,true,true,26,Lunch,India
200,Tomato (Fried),,Vegetable,International,250,88.3,5.6,19.7,0.8,0.4,19.4,750,338,136,6.9,93,0,577,93.7,10.2,5.61,2.66,153,86.6,true,true,true,43,Lunch,Mexico
201,Strawberry (Spicy),,Fruit,International,90,61.4,0.8,11.6,0.4,9.2,12.9,970,1028,408,0.3,238,0,457,108.6,3.1,0.35,1.2,150,32.2,true,true,true,47,Snack,Turkey
202,Milk (Organic),,Dairy,International,75,78.0,6.2,4.6,5.1,8.7,3.9,274,95,273,5.8,129,396,288,107.7,9.0,7.65,7.16,311,86.7,false,true,true,46,Dinner,Japan
203,Baladi Bread (Restaurant Style),,Egyptian,Egyptian,120,291.6,13.0,25.3,9.8,1.3,8.1,1166,371,255,0.2,11,10,169,113.1,5.9,0.99,6.53,423,49.4,false,false,true,51,Lunch,Egypt
204,Lean Beef (Raw),,Protein,International,90,210.6,20.9,1.0,8.0,4.0,14.2,1034,594,139,0.9,9,296,1249,55.1,9.0,2.91,3.2,184,77.7,false,false,true,92,Dinner,Japan
205,Labneh (With Rice),,Dairy,International,50,52.2,4.2,3.4,3.0,2.9,18.9,420,289,142,2.1,180,323,1320,113.7,4.7,6.09,6.91,660,56.2,false,true,true,41,Snack,France
206,Brown Rice (Raw),,Grains,International,250,431.0,15.6,80.6,5.6,1.2,7.3,695,837,308,7.5,133,0,652,121.4,3.9,3.64,4.24,511,21.3,true,true,true,50,Snack,Japan
207,Celery (Spicy),,Vegetable,International,200,73.8,3.6,12.2,0.6,3.5,0.3,313,469,29,2.7,219,0,1287,105.0,11.2,3.33,4.46,502,86.9,true,true,true,69,Lunch,Turkey
208,Banana (With Vegetables),,Fruit,International,75,43.2,0.6,11.9,0.3,11.8,5.4,503,955,7,3.8,107,0,62,95.1,8.0,3.76,7.81,564,57.7,true,true,true,44,Dinner,France
209,Egg (Baked),,Protein,International,250,535.9,56.4,2.5,23.0,7.4,14.6,337,228,439,3.0,227,127,1400,1.4,0.9,2.68,6.8,524,65.1,false,true,true,86,Dinner,Italy
210,Shawarma Chicken (With Sauce),,Egyptian,Egyptian,75,171.3,7.5,15.9,7.1,4.6,7.9,976,134,459,7.6,92,377,362,104.4,2.9,0.3,7.14,54,57.5,false,false,true,83,Breakfast,Egypt
211,Feteer Meshaltet (With Vegetables),,Egyptian,Egyptian,120,270.2,13.6,26.1,10.0,1.8,1.6,235,475,351,6.5,249,141,1368,50.0,9.5,1.97,0.6,65,60.1,false,false,true,87,Breakfast,Egypt
212,Corn (High Protein),,Vegetable,International,100,38.5,2.0,6.9,0.3,5.2,5.4,1191,70,123,3.0,162,0,246,81.9,2.6,1.67,6.69,135,90.0,true,true,true,75,Snack,Turkey
213,Chicken Thigh (Fresh),,Protein,International,90,195.8,24.3,0.9,7.7,6.5,7.8,138,567,89,5.2,179,286,722,19.0,10.4,7.63,1.28,373,93.1,false,false,true,95,Lunch,India
214,Pistachios (Homemade),,Nuts,International,100,560.8,20.8,18.8,46.7,10.5,19.5,639,371,479,7.1,100,370,1182,88.6,1.0,1.28,5.9,142,93.3,true,true,true,26,Lunch,USA
215,Pepper (Baked),,Vegetable,International,50,15.9,1.1,3.9,0.2,4.9,15.4,213,265,351,4.8,64,0,1358,61.8,1.5,7.74,6.77,355,48.6,true,true,true,87,Dinner,France
216,Salmon (Steamed),,Protein,International,90,186.9,23.6,0.9,7.9,8.4,14.4,653,442,68,6.6,161,117,316,93.1,11.2,5.26,4.75,153,42.7,false,false,true,87,Lunch,Mexico
217,Turnip (With Sauce),,Vegetable,International,80,26.5,1.4,6.2,0.3,7.6,18.7,796,853,451,6.6,78,0,1465,34.3,10.2,0.52,4.02,158,45.8,true,true,true,26,Snack,Mexico
218,Milk (Raw),,Dairy,International,120,132.9,8.2,7.6,7.9,3.0,5.2,1090,473,453,5.1,38,0,1165,117.7,1.6,3.63,1.08,99,88.4,false,true,true,21,Dinner,Japan
219,Almonds (Steamed),,Nuts,International,250,1519.5,51.5,41.5,127.5,4.4,5.9,1026,923,268,5.3,227,105,1348,38.9,1.7,2.21,7.43,482,54.8,true,true,true,49,Snack,Mexico
220,Roz Bel Laban (Homemade),,Egyptian,Egyptian,300,745.0,30.7,69.1,27.7,3.3,11.5,320,557,87,8.8,192,342,1438,147.6,8.2,6.1,1.99,250,91.1,false,false,true,38,Snack,Egypt
221,Salmon (Organic),,Protein,International,200,479.4,51.7,2.2,20.9,10.2,5.9,954,472,406,5.7,250,185,1198,41.2,2.2,2.16,5.67,470,35.5,false,false,true,32,Lunch,USA
222,Walnuts (With Sauce),,Nuts,International,80,411.5,14.0,13.2,43.8,5.4,9.6,245,1193,407,1.9,227,249,670,79.7,9.3,2.36,4.32,188,47.7,true,true,true,79,Dinner,India
223,Spinach (Baked),,Vegetable,International,100,32.0,2.2,7.9,0.3,6.4,13.9,933,268,305,6.0,53,0,1191,78.8,6.5,4.47,7.94,542,81.6,true,true,true,32,Snack,India
224,Pistachios (Traditional),,Nuts,International,100,613.6,20.5,15.8,51.0,0.0,4.9,371,181,405,0.3,229,213,616,53.0,0.3,5.41,0.13,607,39.1,true,true,true,80,Dinner,Mexico
225,Om Ali (Baked),,Egyptian,Egyptian,75,156.1,6.9,16.1,7.3,0.4,11.5,436,864,330,9.0,14,241,740,86.6,0.0,3.18,3.46,607,42.9,false,false,true,20,Breakfast,Egypt
226,Pasta (Spicy),,Grains,International,300,467.3,19.0,112.3,5.9,8.9,6.6,992,1129,348,0.8,130,0,937,42.1,6.0,2.59,6.71,345,36.3,true,true,true,93,Lunch,USA
227,Egg (Baked),,Protein,International,250,538.2,60.2,2.5,27.4,9.2,5.7,645,771,472,2.6,198,61,1004,105.5,6.4,4.8,2.47,187,62.9,false,true,true,49,Dinner,India
228,Walnuts (With Sauce),,Nuts,International,150,903.5,27.7,23.7,85.9,3.9,16.2,1038,622,211,5.8,113,116,681,132.0,9.1,1.79,7.69,276,81.5,true,true,true,40,Dinner,Italy
229,Melon (Traditional),,Fruit,International,80,49.1,0.9,13.2,0.4,9.8,11.9,318,463,147,2.1,223,0,1455,50.1,11.2,4.47,3.75,496,23.5,true,true,true,49,Snack,India
230,Papaya (Fresh),,Fruit,International,100,60.9,1.0,14.6,0.4,6.6,1.1,531,775,77,9.3,205,0,5,75.8,6.6,6.39,1.19,342,20.4,true,true,true,86,Lunch,USA
231,Almonds (High Protein),,Nuts,International,300,2063.1,60.0,52.0,171.0,7.4,11.5,965,257,399,6.2,90,1,521,118.4,2.1,0.98,2.46,224,68.8,true,true,true,63,Lunch,Italy
232,Walnuts (High Protein),,Nuts,International,80,540.8,14.5,12.4,42.6,3.9,9.6,759,1014,209,0.4,129,379,209,38.3,9.8,4.78,2.29,659,43.7,true,true,true,82,Dinner,Mexico
233,Brown Rice (Boiled),,Grains,International,180,293.0,11.1,68.7,3.4,5.3,9.1,266,185,423,3.7,109,0,237,106.4,3.8,2.55,1.17,379,72.1,true,true,true,31,Breakfast,India
234,Zucchini (Premium),,Vegetable,International,120,40.2,2.4,7.3,0.4,8.3,11.9,438,226,429,5.1,204,0,152,86.6,11.7,0.49,5.1,211,20.0,true,true,true,44,Snack,Turkey
235,Shrimp (Restaurant Style),,Protein,International,250,464.6,51.9,2.4,28.3,4.0,1.6,669,469,177,7.5,61,393,963,7.5,11.7,1.36,2.64,675,87.8,false,false,true,21,Breakfast,Japan
236,Watermelon (Boiled),,Fruit,International,75,47.6,0.8,9.9,0.3,4.5,15.6,217,560,421,5.2,175,0,1026,72.3,9.3,4.48,0.96,573,72.5,true,true,true,68,Dinner,India
237,Pomegranate (Boiled),,Fruit,International,150,92.0,1.5,20.3,0.6,6.4,1.7,1110,1022,33,8.4,66,0,501,142.6,10.6,0.51,6.17,338,54.8,true,true,true,84,Breakfast,France
238,Cheddar Cheese (Fried),,Dairy,International,50,61.3,4.2,3.3,3.3,7.2,8.1,374,1163,205,6.6,248,88,1153,86.4,2.1,1.99,3.31,459,80.4,false,true,true,65,Dinner,Japan
239,Feta (Restaurant Style),,Dairy,International,250,328.5,20.8,15.6,14.8,11.1,3.7,44,374,387,3.8,16,398,1299,97.7,10.5,5.53,0.78,431,70.4,false,true,true,77,Dinner,India
240,Hazelnuts (With Sauce),,Nuts,International,180,921.9,31.4,31.1,98.9,0.0,19.4,176,363,277,2.6,39,253,110,112.4,11.2,3.01,3.91,498,29.9,true,true,true,37,Breakfast,USA
241,Walnuts (Boiled),,Nuts,International,75,400.8,13.6,13.0,35.4,1.3,17.1,180,679,138,6.2,56,20,651,44.5,10.9,1.48,6.93,359,88.5,true,true,true,30,Snack,Italy
242,Oats (Homemade),,Grains,International,120,220.3,7.0,41.5,2.3,5.7,7.0,88,122,453,6.9,46,0,439,129.7,8.1,3.44,6.58,93,33.9,true,true,true,79,Breakfast,France
243,Feta (High Protein),,Dairy,International,120,147.8,9.3,6.7,6.3,0.0,17.9,1142,351,439,8.0,182,348,414,87.0,3.1,6.83,7.41,698,75.8,false,true,true,44,Lunch,France
244,Peas (Restaurant Style),,Vegetable,International,50,17.3,1.0,3.6,0.2,9.2,7.3,827,324,242,5.3,103,0,1425,59.8,11.9,4.74,7.09,366,78.6,true,true,true,69,Breakfast,Turkey
245,Chicken Breast (Raw),,Protein,International,80,150.2,18.7,0.9,8.6,7.2,10.0,322,180,299,8.2,187,63,876,4.2,1.1,4.74,3.19,664,22.3,false,false,true,87,Breakfast,Italy
246,Almonds (Boiled),,Nuts,International,75,497.4,15.6,13.6,39.3,9.8,7.0,958,776,267,9.3,191,27,325,89.6,0.9,5.44,2.75,363,48.4,true,true,true,53,Breakfast,France
247,Peanuts (Low Fat),,Nuts,International,200,1185.5,35.2,35.6,105.3,8.2,10.2,1071,605,353,9.7,169,229,646,126.4,0.2,7.49,2.63,260,22.3,true,true,true,65,Snack,USA
248,Lime (Premium),,Fruit,International,200,127.0,2.2,26.2,0.8,8.5,13.7,933,155,384,7.8,73,0,1087,81.0,2.9,7.76,7.58,362,46.0,true,true,true,61,Snack,USA
249,Banana (Fresh),,Fruit,International,100,68.3,0.9,15.8,0.4,3.0,18.1,148,300,58,2.9,191,0,948,14.1,0.7,5.51,4.0,98,67.7,true,true,true,52,Snack,USA
250,Cucumber (With Rice),,Vegetable,International,250,95.3,5.5,16.2,0.7,3.6,12.7,1095,256,6,6.5,30,0,552,147.3,1.5,1.72,3.51,215,47.1,true,true,true,87,Dinner,USA
251,Lime (Low Fat),,Fruit,International,80,54.9,0.7,11.3,0.3,9.1,19.5,840,448,258,3.3,158,0,1387,92.3,3.2,5.8,4.65,107,94.0,true,true,true,81,Snack,USA
252,Renga (Homemade),,Egyptian,Egyptian,300,758.8,30.0,61.1,31.0,5.3,5.1,57,531,288,7.5,128,334,1314,67.9,8.3,6.5,1.13,660,20.7,false,false,true,37,Dinner,Egypt
253,Quinoa (Organic),,Grains,International,75,152.5,4.5,25.5,1.5,8.4,8.6,1015,991,154,6.9,81,0,1171,24.7,2.6,4.02,6.17,25,92.2,true,true,true,95,Breakfast,France
254,Shawarma Chicken (Baked),,Egyptian,Egyptian,250,486.6,26.3,61.1,25.0,4.6,12.7,40,446,332,8.6,18,2,725,106.1,3.0,3.74,1.66,199,67.6,false,false,true,22,Breakfast,Egypt
255,Broccoli (With Rice),,Vegetable,International,90,28.5,1.9,6.4,0.2,0.2,2.1,705,183,499,2.5,209,0,1110,94.6,8.5,4.06,2.37,477,81.3,true,true,true,93,Breakfast,Japan
256,Tuna (Grilled),,Protein,International,250,489.6,63.9,2.6,24.3,10.3,15.0,626,220,74,1.3,6,140,978,105.7,0.6,7.89,7.12,297,68.4,false,false,true,60,Snack,Italy
257,Barley (Baked),,Grains,International,90,159.3,4.7,34.3,1.9,10.4,5.3,705,1186,494,7.0,126,0,802,43.0,1.6,7.03,6.21,603,46.4,true,true,true,39,Breakfast,France
258,Brown Rice (Spicy),,Grains,International,100,194.6,5.7,32.5,2.0,6.9,4.3,666,1167,362,9.0,40,0,1141,132.5,10.9,6.76,4.86,183,91.9,true,true,true,79,Breakfast,Mexico
259,Chicken Breast (Boiled),,Protein,International,300,649.0,75.8,2.9,27.6,5.5,15.8,15,979,227,3.1,6,140,999,44.4,11.2,2.99,0.16,662,63.7,false,false,true,52,Snack,France
260,Hazelnuts (Cooked),,Nuts,International,90,599.9,19.0,18.0,49.9,7.3,0.3,427,66,57,0.2,167,269,868,2.1,11.8,4.63,2.0,516,75.1,true,true,true,32,Snack,Japan
261,Pistachios (Organic),,Nuts,International,180,1079.0,37.5,37.1,81.3,0.7,5.8,1075,887,197,2.7,221,364,1018,128.4,1.2,2.04,2.27,601,87.5,true,true,true,94,Lunch,Italy
262,Lamb (Roasted),,Protein,International,250,566.1,51.7,2.7,25.9,3.4,17.3,1096,141,219,1.0,219,259,418,79.3,4.6,6.54,7.09,690,92.4,false,false,true,28,Dinner,USA
263,Bulgur (Baked),,Grains,International,120,234.9,7.6,41.9,2.6,8.8,16.9,798,301,444,6.0,56,0,823,120.1,6.2,0.73,1.15,352,65.7,true,true,true,54,Breakfast,India
264,Walnuts (Baked),,Nuts,International,120,777.3,21.1,21.7,66.8,6.3,17.7,1024,1185,362,3.0,60,201,993,46.1,0.2,1.84,1.61,395,20.2,true,true,true,24,Lunch,Japan
